Section ID;STD Street;Block Num;Direction;Year;Day of Week;AADW;Hr Cnt;X;Y;Longitude;Latitude;geopoint
185.0;HOWE ST;1300.0;S;2016.0;Tuesday;21129.0;744.0;490574.427783;5458169.30852;-123.129583908;49.2762078291;49.2762078291,-123.129583908
185.0;HOWE ST;1300.0;S;2016.0;Thursday;21906.0;816.0;490574.427783;5458169.30852;-123.129583908;49.2762078291;49.2762078291,-123.129583908
187.0;E 1ST AV;3100.0;E;2016.0;Sunday;23155.0;984.0;497257.9053;5457413.2945;-123.037693514;49.269473854;49.269473854,-123.037693514
187.0;E 1ST AV;3100.0;E;2016.0;Monday;25106.0;960.0;497257.9053;5457413.2945;-123.037693514;49.269473854;49.269473854,-123.037693514
187.0;E 1ST AV;3100.0;W;2016.0;Monday;23534.0;984.0;497257.9053;5457413.2945;-123.037693514;49.269473854;49.269473854,-123.037693514
187.0;E 1ST AV;3100.0;W;2016.0;Friday;26540.0;1104.0;497257.9053;5457413.2945;-123.037693514;49.269473854;49.269473854,-123.037693514
188.0;ALEXANDER ST;200.0;E;2016.0;Sunday;756.0;720.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;E;2016.0;Monday;1064.0;720.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;E;2016.0;Tuesday;1241.0;576.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;E;2016.0;Wednesday;1285.0;720.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;E;2016.0;Thursday;1403.0;816.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;E;2016.0;Saturday;888.0;840.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;W;2016.0;Wednesday;2597.0;528.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
188.0;ALEXANDER ST;200.0;W;2016.0;Saturday;2197.0;864.0;492822.426555;5459040.9725;-123.098693849;49.2840791167;49.2840791167,-123.098693849
192.0;PACIFIC ST;0.0;E;2016.0;Monday;10430.0;960.0;492363.34496;5458262.36485;-123.104991483;49.2770698508;49.2770698508,-123.104991483
192.0;PACIFIC ST;0.0;E;2016.0;Tuesday;11553.0;984.0;492363.34496;5458262.36485;-123.104991483;49.2770698508;49.2770698508,-123.104991483
193.0;E 45TH AV;3600.0;E;2016.0;Tuesday;1149.0;816.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;E;2016.0;Wednesday;1169.0;792.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;E;2016.0;Thursday;1162.0;840.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;E;2016.0;Friday;1214.0;960.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;W;2016.0;Sunday;993.0;864.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;W;2016.0;Monday;1049.0;648.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
193.0;E 45TH AV;3600.0;W;2016.0;Tuesday;1131.0;648.0;498179.83913;5452939.47144;-123.025000057;49.2292342475;49.2292342475,-123.025000057
194.0;E 49TH AV;3600.0;W;2016.0;Sunday;11595.0;672.0;498186.422335;5452137.23198;-123.024906009;49.2220179127;49.2220179127,-123.024906009
194.0;E 49TH AV;3600.0;W;2016.0;Tuesday;13323.0;552.0;498186.422335;5452137.23198;-123.024906009;49.2220179127;49.2220179127,-123.024906009
194.0;E 49TH AV;3600.0;W;2016.0;Thursday;13504.0;696.0;498186.422335;5452137.23198;-123.024906009;49.2220179127;49.2220179127,-123.024906009
194.0;E 49TH AV;3600.0;W;2016.0;Friday;13629.0;672.0;498186.422335;5452137.23198;-123.024906009;49.2220179127;49.2220179127,-123.024906009
195.0;E 49TH AV;3600.0;E;2016.0;Wednesday;12517.0;576.0;498186.422335;5452137.23198;-123.024906009;49.2220179127;49.2220179127,-123.024906009
199.0;E 29TH AV;3600.0;E;2016.0;Tuesday;8775.0;216.0;498193.782276;5454637.85295;-123.024816199;49.2445116461;49.2445116461,-123.024816199
199.0;E 29TH AV;3600.0;E;2016.0;Thursday;8995.0;216.0;498193.782276;5454637.85295;-123.024816199;49.2445116461;49.2445116461,-123.024816199
202.0;ADANAC ST;3600.0;E;2016.0;Wednesday;2486.0;696.0;498206.9198;5458297.197;-123.024652089;49.2774282419;49.2774282419,-123.024652089
202.0;ADANAC ST;3600.0;W;2016.0;Tuesday;1113.0;168.0;498206.9198;5458297.197;-123.024652089;49.2774282419;49.2774282419,-123.024652089
202.0;ADANAC ST;3600.0;W;2016.0;Friday;1173.0;336.0;498206.9198;5458297.197;-123.024652089;49.2774282419;49.2774282419,-123.024652089
203.0;E 1ST AV;3600.0;E;2016.0;Monday;12807.0;528.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
203.0;E 1ST AV;3600.0;E;2016.0;Wednesday;14495.0;432.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
203.0;E 1ST AV;3600.0;E;2016.0;Thursday;14416.0;528.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
203.0;E 1ST AV;3600.0;E;2016.0;Friday;13639.0;480.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
203.0;E 1ST AV;3600.0;W;2016.0;Wednesday;13796.0;456.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
203.0;E 1ST AV;3600.0;W;2016.0;Saturday;10479.0;552.0;498124.2598;5457411.5915;-123.025784384;49.2694618065;49.2694618065,-123.025784384
207.0;OAK ST;8600.0;N;2016.0;Sunday;33348.0;1032.0;490511.2478;5450552.5825;-123.130272165;49.207692769;49.207692769,-123.130272165
207.0;OAK ST;8600.0;N;2016.0;Monday;41061.0;1008.0;490511.2478;5450552.5825;-123.130272165;49.207692769;49.207692769,-123.130272165
207.0;OAK ST;8600.0;S;2016.0;Thursday;41462.0;1104.0;490511.2478;5450552.5825;-123.130272165;49.207692769;49.207692769,-123.130272165
208.0;SW MARINE DRIVE;900.0;E;2016.0;Monday;19890.0;912.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
208.0;SW MARINE DRIVE;900.0;E;2016.0;Tuesday;20492.0;840.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
208.0;SW MARINE DRIVE;900.0;E;2016.0;Wednesday;20774.0;840.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
208.0;SW MARINE DRIVE;900.0;W;2016.0;Wednesday;19589.0;672.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
208.0;SW MARINE DRIVE;900.0;W;2016.0;Thursday;19805.0;768.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
208.0;SW MARINE DRIVE;900.0;W;2016.0;Saturday;16015.0;840.0;490554.3978;5450238.8255;-123.129672375;49.2048711066;49.2048711066,-123.129672375
209.0;E HASTINGS ST;3200.0;E;2016.0;Sunday;17170.0;840.0;497462.575728;5458708.88046;-123.034888283;49.2811287713;49.2811287713,-123.034888283
209.0;E HASTINGS ST;3200.0;E;2016.0;Friday;21919.0;960.0;497462.575728;5458708.88046;-123.034888283;49.2811287713;49.2811287713,-123.034888283
209.0;E HASTINGS ST;3200.0;W;2016.0;Friday;21040.0;936.0;497462.575728;5458708.88046;-123.034888283;49.2811287713;49.2811287713,-123.034888283
210.0;SW MARINE DRIVE;1700.0;E;2016.0;Sunday;8220.0;192.0;489236.878541;5450669.74703;-123.14777121;49.2087256367;49.2087256367,-123.14777121
210.0;SW MARINE DRIVE;1700.0;E;2016.0;Tuesday;11462.0;216.0;489236.878541;5450669.74703;-123.14777121;49.2087256367;49.2087256367,-123.14777121
210.0;SW MARINE DRIVE;1700.0;W;2016.0;Thursday;13211.0;216.0;489236.878541;5450669.74703;-123.14777121;49.2087256367;49.2087256367,-123.14777121
211.0;E 1ST AV;3500.0;E;2016.0;Saturday;23796.0;552.0;497857.9763;5457412.014;-123.029444784;49.2694647321;49.2694647321,-123.029444784
211.0;E 1ST AV;3500.0;W;2016.0;Sunday;18205.0;552.0;497857.9763;5457412.014;-123.029444784;49.2694647321;49.2694647321,-123.029444784
211.0;E 1ST AV;3500.0;W;2016.0;Tuesday;22664.0;408.0;497857.9763;5457412.014;-123.029444784;49.2694647321;49.2694647321,-123.029444784
211.0;E 1ST AV;3500.0;W;2016.0;Saturday;21382.0;552.0;497857.9763;5457412.014;-123.029444784;49.2694647321;49.2694647321,-123.029444784
213.0;SE MARINE DRIVE;3400.0;E;2016.0;Sunday;5411.0;144.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;E;2016.0;Tuesday;7078.0;120.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;E;2016.0;Thursday;7193.0;120.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;E;2016.0;Friday;7133.0;144.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;E;2016.0;Saturday;5832.0;144.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;W;2016.0;Monday;5827.0;144.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
213.0;SE MARINE DRIVE;3400.0;W;2016.0;Tuesday;7413.0;120.0;498021.586557;5450563.40946;-123.027161953;49.20786043;49.20786043,-123.027161953
214.0;E 1ST AV;3300.0;W;2016.0;Thursday;10453.0;168.0;497648.2233;5457411.713;-123.032328098;49.2694612538;49.2694612538,-123.032328098
214.0;E 1ST AV;3300.0;W;2016.0;Friday;8946.0;72.0;497648.2233;5457411.713;-123.032328098;49.2694612538;49.2694612538,-123.032328098
216.0;BURRARD ST;1500.0;S;2016.0;Monday;13482.0;216.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
166.0;W GEORGIA ST;1900.0;E;2016.0;Thursday;33184.0;1080.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
217.0;CORNWALL AV;1800.0;W;2016.0;Monday;10114.0;432.0;489343.920744;5457752.85241;-123.146489919;49.2724415303;49.2724415303,-123.146489919
166.0;W GEORGIA ST;1900.0;W;2016.0;Monday;32772.0;144.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
217.0;CORNWALL AV;1800.0;W;2016.0;Wednesday;11637.0;456.0;489343.920744;5457752.85241;-123.146489919;49.2724415303;49.2724415303,-123.146489919
166.0;W GEORGIA ST;1900.0;W;2016.0;Wednesday;34454.0;432.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
217.0;CORNWALL AV;1800.0;W;2016.0;Thursday;11880.0;672.0;489343.920744;5457752.85241;-123.146489919;49.2724415303;49.2724415303,-123.146489919
166.0;W GEORGIA ST;1900.0;W;2016.0;Friday;35440.0;648.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
218.0;McGill ST;3100.0;E;2016.0;Monday;20923.0;984.0;497233.241423;5459513.1263;-123.038047077;49.2883621032;49.2883621032,-123.038047077
168.0;BEATTY ST;900.0;S;2016.0;Wednesday;25856.0;120.0;491535.6363;5458144.705;-123.116368607;49.2760005808;49.2760005808,-123.116368607
218.0;McGill ST;3100.0;E;2016.0;Tuesday;23248.0;984.0;497233.241423;5459513.1263;-123.038047077;49.2883621032;49.2883621032,-123.038047077
168.0;BEATTY ST;900.0;S;2016.0;Friday;25273.0;120.0;491535.6363;5458144.705;-123.116368607;49.2760005808;49.2760005808,-123.116368607
218.0;McGill ST;3100.0;W;2016.0;Monday;18120.0;960.0;497233.241423;5459513.1263;-123.038047077;49.2883621032;49.2883621032,-123.038047077
169.0;GRANDVIEW HIGHWAY;3600.0;W;2016.0;Sunday;21844.0;312.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
218.0;McGill ST;3100.0;W;2016.0;Wednesday;20571.0;1056.0;497233.241423;5459513.1263;-123.038047077;49.2883621032;49.2883621032,-123.038047077
169.0;GRANDVIEW HIGHWAY;3600.0;W;2016.0;Tuesday;26337.0;48.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
166.0;W GEORGIA ST;1900.0;E;2017.0;Monday;30366.0;720.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
169.0;GRANDVIEW HIGHWAY;3600.0;W;2016.0;Wednesday;26203.0;144.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
166.0;W GEORGIA ST;1900.0;E;2017.0;Thursday;32853.0;576.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
169.0;GRANDVIEW HIGHWAY;3600.0;W;2016.0;Saturday;23563.0;432.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
166.0;W GEORGIA ST;1900.0;E;2017.0;Friday;32495.0;600.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
170.0;BURRARD ST;1500.0;N;2016.0;Sunday;18062.0;264.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
166.0;W GEORGIA ST;1900.0;W;2017.0;Thursday;36264.0;264.0;490110.9378;5460154.7895;-123.136005118;49.2940601959;49.2940601959,-123.136005118
170.0;BURRARD ST;1500.0;N;2016.0;Monday;21727.0;240.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
169.0;GRANDVIEW HIGHWAY;3600.0;W;2017.0;Sunday;22257.0;432.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
170.0;BURRARD ST;1500.0;N;2016.0;Wednesday;24994.0;216.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
169.0;GRANDVIEW HIGHWAY;3600.0;W;2017.0;Monday;25658.0;216.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
170.0;BURRARD ST;1500.0;N;2016.0;Saturday;22571.0;312.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
169.0;GRANDVIEW HIGHWAY;3600.0;W;2017.0;Wednesday;25687.0;144.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
171.0;BURRARD ST;1400.0;S;2016.0;Tuesday;25225.0;120.0;490319.512729;5458201.58807;-123.133089282;49.2764942054;49.2764942054,-123.133089282
169.0;GRANDVIEW HIGHWAY;3600.0;W;2017.0;Thursday;26471.0;360.0;498070.70365;5456156.19785;-123.026514529;49.2581691198;49.2581691198,-123.026514529
171.0;BURRARD ST;1400.0;S;2016.0;Friday;26969.0;168.0;490319.512729;5458201.58807;-123.133089282;49.2764942054;49.2764942054,-123.133089282
170.0;BURRARD ST;1500.0;N;2017.0;Saturday;20820.0;24.0;489418.805637;5457654.19728;-123.145457865;49.271555412;49.271555412,-123.145457865
172.0;CAMBIE ST;2000.0;N;2016.0;Monday;9453.0;360.0;0.0;0.0;0.0;0.0;0.0,0.0
172.0;CAMBIE ST;2000.0;N;2017.0;Monday;9317.0;240.0;0.0;0.0;0.0;0.0;0.0,0.0
172.0;CAMBIE ST;2000.0;N;2016.0;Wednesday;10470.0;336.0;0.0;0.0;0.0;0.0;0.0,0.0
172.0;CAMBIE ST;2000.0;N;2017.0;Tuesday;9915.0;264.0;0.0;0.0;0.0;0.0;0.0,0.0
172.0;CAMBIE ST;2000.0;N;2016.0;Thursday;10899.0;360.0;0.0;0.0;0.0;0.0;0.0,0.0
172.0;CAMBIE ST;2000.0;N;2017.0;Thursday;10952.0;408.0;0.0;0.0;0.0;0.0;0.0,0.0
173.0;CAMBIE ST;2200.0;N;2016.0;Thursday;22693.0;384.0;491652.177294;5456956.08906;-123.114741598;49.2653103753;49.2653103753,-123.114741598
173.0;CAMBIE ST;2200.0;N;2017.0;Sunday;17892.0;576.0;491652.177294;5456956.08906;-123.114741598;49.2653103753;49.2653103753,-123.114741598
175.0;GEORGIA VIADUCT;0.0;E;2016.0;Tuesday;23248.0;1056.0;492933.055425;5458226.93914;-123.097158285;49.276758042;49.276758042,-123.097158285
173.0;CAMBIE ST;2200.0;N;2017.0;Wednesday;22374.0;528.0;491652.177294;5456956.08906;-123.114741598;49.2653103753;49.2653103753,-123.114741598
176.0;E CORDOVA ST;100.0;E;2016.0;Sunday;9768.0;600.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
173.0;CAMBIE ST;2200.0;N;2017.0;Friday;23706.0;504.0;491652.177294;5456956.08906;-123.114741598;49.2653103753;49.2653103753,-123.114741598
176.0;E CORDOVA ST;100.0;E;2016.0;Monday;11472.0;552.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
175.0;GEORGIA VIADUCT;0.0;E;2017.0;Thursday;19964.0;456.0;492933.055425;5458226.93914;-123.097158285;49.276758042;49.276758042,-123.097158285
176.0;E CORDOVA ST;100.0;E;2016.0;Tuesday;12522.0;576.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
176.0;E CORDOVA ST;100.0;E;2017.0;Sunday;8076.0;624.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
176.0;E CORDOVA ST;100.0;E;2016.0;Friday;13360.0;600.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
176.0;E CORDOVA ST;100.0;E;2017.0;Wednesday;10196.0;672.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
178.0;KEEFER ST;100.0;W;2016.0;Monday;2747.0;816.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
176.0;E CORDOVA ST;100.0;E;2017.0;Friday;10362.0;624.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
178.0;KEEFER ST;100.0;W;2016.0;Thursday;3333.0;888.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
176.0;E CORDOVA ST;100.0;E;2017.0;Saturday;9732.0;672.0;492660.910335;5458844.4278;-123.100911136;49.2823092476;49.2823092476,-123.100911136
178.0;KEEFER ST;100.0;W;2016.0;Friday;3418.0;1008.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
178.0;KEEFER ST;100.0;W;2017.0;Tuesday;3052.0;312.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
179.0;E PENDER ST;100.0;E;2016.0;Monday;3681.0;768.0;492654.665105;5458633.30761;-123.100993129;49.2804101123;49.2804101123,-123.100993129
178.0;KEEFER ST;100.0;W;2017.0;Wednesday;3236.0;504.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
179.0;E PENDER ST;100.0;E;2016.0;Tuesday;4078.0;768.0;492654.665105;5458633.30761;-123.100993129;49.2804101123;49.2804101123,-123.100993129
178.0;KEEFER ST;100.0;W;2017.0;Thursday;3273.0;360.0;492653.721621;5458532.69521;-123.101004252;49.2795050759;49.2795050759,-123.101004252
179.0;E PENDER ST;100.0;E;2016.0;Thursday;4284.0;792.0;492654.665105;5458633.30761;-123.100993129;49.2804101123;49.2804101123,-123.100993129
179.0;E PENDER ST;100.0;E;2017.0;Tuesday;4525.0;672.0;492654.665105;5458633.30761;-123.100993129;49.2804101123;49.2804101123,-123.100993129
179.0;E PENDER ST;100.0;W;2016.0;Monday;2599.0;600.0;492654.665105;5458633.30761;-123.100993129;49.2804101123;49.2804101123,-123.100993129
